id,first_name,last_name,email,gender,creditcard_number,patient_id,patient_name,age,diagnosis_code,diagnosis_description,procedure_code,procedure_description,admission_date,discharge_date,total_cost
99,Ignatius,Wawer,iwawer2q@jalbum.net,Male,3569822613831662,99,Ignatius Wawer,27,C8398,"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of multiple sites",03HK0DZ,"Insertion of Intraluminal Device into Right Internal Carotid Artery, Open Approach",9/26/2020,11/18/2021,Yuan Renminbi
100,Gustavus,Skillicorn,gskillicorn2r@google.it,Male,676757107284557985,100,Gustavus Skillicorn,89,Y351,Legal intervention involving explosives,0TJD4ZZ,"Inspection of Urethra, Percutaneous Endoscopic Approach",4/16/2021,10/22/2022,Euro
101,Claresta,Sowood,csowood2s@cargocollective.com,Female,3588530785451873,101,Claresta Sowood,92,G8194,"Hemiplegia, unspecified affecting left nondominant side",0R9P4ZZ,"Drainage of Left Wrist Joint, Percutaneous Endoscopic Approach",5/10/2020,8/31/2020,Dirham
102,Celisse,Luchelli,cluchelli2t@youtube.com,Female,30293891732203,102,Celisse Luchelli,72,Q612,"Polycystic kidney, adult type",2W0LX6Z,Change Pressure Dressing on Right Lower Extremity,5/17/2020,8/9/2021,Rupiah
103,Delainey,Boxen,dboxen2u@altervista.org,Agender,5002358837434405,103,Delainey Boxen,27,S89221P,"Salter-Harris Type II physeal fracture of upper end of right fibula, subsequent encounter for fracture with malunion",0WU247Z,"Supplement Face with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",3/24/2021,3/22/2020,Yuan Renminbi
104,Barbee,Petrasso,bpetrasso2v@vk.com,Female,3528460537804000,104,Barbee Petrasso,79,V4323,Person on outside of car injured in collision with pick-up truck in nontraffic accident,0XB90ZX,"Excision of Left Upper Arm, Open Approach, Diagnostic",8/17/2022,4/22/2022,Rial
105,Madelle,Grishanin,mgrishanin2w@mozilla.com,Female,3530702078701525,105,Madelle Grishanin,23,V0112,Pedestrian on skateboard injured in collision with pedal cycle in traffic accident,09RL87Z,"Replacement of Nasal Turbinate with Autologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic",4/25/2022,11/8/2020,Euro
106,Raina,Geldard,rgeldard2x@ifeng.com,Bigender,63040293512909400,106,Raina Geldard,32,S61552,Open bite of left wrist,0B764ZZ,"Dilation of Right Lower Lobe Bronchus, Percutaneous Endoscopic Approach",9/30/2021,5/15/2020,Dirham
107,Horatia,Wayper,hwayper2y@seattletimes.com,Female,3572370306017665,107,Horatia Wayper,117,S86101,"Unspecified injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, right leg",0JBK3ZX,"Excision of Left Hand Subcutaneous Tissue and Fascia, Percutaneous Approach, Diagnostic",4/16/2021,2/20/2021,Manat
108,Shell,Goss,sgoss2z@hao123.com,Male,5405196595654472,108,Shell Goss,33,S52379D,"Galeazzi's fracture of unspecified radius, subsequent encounter for closed fracture with routine healing",0DLP8ZZ,"Occlusion of Rectum, Via Natural or Artificial Opening Endoscopic",7/26/2020,9/12/2022,Colon
109,Alli,Wollaston,awollaston30@dell.com,Female,3553952641589103,109,Alli Wollaston,34,T366X3A,"Poisoning by rifampicins, assault, initial encounter",F0736EZ,Therapeutic Exercise Treatment of Neurological System - Whole Body using Orthosis,1/1/2020,7/9/2020,Ruble
110,Denna,Jerwood,djerwood31@bluehost.com,Female,3557922260084377,110,Denna Jerwood,34,G40B11,"Juvenile myoclonic epilepsy, intractable, with status epilepticus",0F568ZZ,"Destruction of Left Hepatic Duct, Via Natural or Artificial Opening Endoscopic",5/3/2022,10/22/2020,Peso
111,Chauncey,Frossell,cfrossell32@icio.us,Male,3543783627888638,111,Chauncey Frossell,14,Y35121D,"Legal intervention involving injury by explosive shell, law enforcement official injured, subsequent encounter",0RG44AJ,"Fusion of Cervicothoracic Vertebral Joint with Interbody Fusion Device, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach",8/16/2020,9/29/2022,Dollar
112,Zelda,Lusher,zlusher33@wiley.com,Polygender,201414816909667,112,Zelda Lusher,94,O2632,"Retained intrauterine contraceptive device in pregnancy, second trimester",0RGW0KZ,"Fusion of Right Finger Phalangeal Joint with Nonautologous Tissue Substitute, Open Approach",2/16/2021,7/30/2022,Euro
113,Kris,Springtorpe,kspringtorpe34@de.vu,Female,3563410635942133,113,Kris Springtorpe,58,S82202N,"Unspecified fracture of shaft of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",041J0JC,"Bypass Left External Iliac Artery to Bilateral Internal Iliac Arteries with Synthetic Substitute, Open Approach",10/8/2020,8/21/2020,Dinar
114,Raina,Andrzejczak,randrzejczak35@dmoz.org,Female,4936303179429337196,114,Raina Andrzejczak,85,M9924,Subluxation stenosis of neural canal of sacral region,07L30DZ,"Occlusion of Right Upper Extremity Lymphatic with Intraluminal Device, Open Approach",5/12/2020,7/21/2021,Rupiah
115,Leighton,Scough,lscough36@ox.ac.uk,Male,3564615866448472,115,Leighton Scough,90,S91126A,"Laceration with foreign body of unspecified lesser toe(s) without damage to nail, initial encounter",0QSP05Z,"Reposition Left Metatarsal with External Fixation Device, Open Approach",1/12/2021,5/21/2020,Manat
116,Kristina,Isaq,kisaq37@acquirethisname.com,Female,4026416913106241,116,Kristina Isaq,11,S52571D,"Other intraarticular fracture of lower end of right radius, subsequent encounter for closed fracture with routine healing",03130A3,"Bypass Right Subclavian Artery to Right Lower Arm Artery with Autologous Arterial Tissue, Open Approach",10/5/2020,1/27/2021,Dollar
117,Tracy,Heifer,theifer38@cpanel.net,Male,6334218795295114,117,Tracy Heifer,85,M6583,"Other synovitis and tenosynovitis, forearm",021049C,"Bypass Coronary Artery, One Artery from Thoracic Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach",3/27/2020,10/25/2020,Euro
118,Nicolai,Fahy,nfahy39@opensource.org,Male,4026054867330911,118,Nicolai Fahy,27,S58911D,"Complete traumatic amputation of right forearm, level unspecified, subsequent encounter",08WM3KZ,"Revision of Nonautologous Tissue Substitute in Left Extraocular Muscle, Percutaneous Approach",8/16/2020,8/9/2022,Rupiah
119,Vi,Lapley,vlapley3a@marketwatch.com,Female,3539854922424118,119,Vi Lapley,26,M84619,"Pathological fracture in other disease, unspecified shoulder",0PWMX4Z,"Revision of Internal Fixation Device in Right Carpal, External Approach",9/20/2020,8/17/2021,Yuan Renminbi
120,Findlay,Wanjek,fwanjek3b@cdbaby.com,Male,5533248169984689,120,Findlay Wanjek,115,V0410XA,"Pedestrian on foot injured in collision with heavy transport vehicle or bus in traffic accident, initial encounter",F07K6FZ,"Therapeutic Exercise Treatment of Musculoskeletal System - Upper Back / Upper Extremity using Assistive, Adaptive, Supportive or Protective Equipment",5/21/2022,2/12/2020,Rupiah
121,Hillary,Woolacott,hwoolacott3c@salon.com,Female,4903507498765415,121,Hillary Woolacott,47,S72421G,"Displaced fracture of lateral condyle of right femur, subsequent encounter for closed fracture with delayed healing",087Y3DZ,"Dilation of Left Lacrimal Duct with Intraluminal Device, Percutaneous Approach",9/29/2021,12/5/2021,Taka
122,Tabby,Partlett,tpartlett3d@japanpost.jp,Female,3543391306932972,122,Tabby Partlett,0,Q045,Megalencephaly,0QC60ZZ,"Extirpation of Matter from Right Upper Femur, Open Approach",7/3/2020,5/11/2020,Yuan Renminbi
123,Rand,Seden,rseden3e@google.com.br,Male,5602227718317530,123,Rand Seden,9,S61323S,"Laceration with foreign body of left middle finger with damage to nail, sequela",0UU74JZ,"Supplement Bilateral Fallopian Tubes with Synthetic Substitute, Percutaneous Endoscopic Approach",1/23/2021,5/4/2021,Rupiah
124,Ana,Schwandner,aschwandner3f@java.com,Female,589326013085873430,124,Ana Schwandner,47,M6739,"Transient synovitis, multiple sites",02170KT,"Bypass Left Atrium to Left Pulmonary Vein with Nonautologous Tissue Substitute, Open Approach",2/15/2020,5/6/2020,Euro
125,Elwood,Luff,eluff3g@earthlink.net,Male,3588095554893226,125,Elwood Luff,93,M89511,"Osteolysis, right shoulder",00160K7,"Bypass Cerebral Ventricle to Urinary Tract with Nonautologous Tissue Substitute, Open Approach",4/5/2020,11/8/2022,Tenge
126,Bertrando,Stotherfield,bstotherfield3h@geocities.jp,Male,374283285902045,126,Bertrando Stotherfield,19,C692,Malignant neoplasm of retina,0PW8X4Z,"Revision of Internal Fixation Device in Left Glenoid Cavity, External Approach",12/25/2022,6/23/2021,Peso
127,Harrison,Collister,hcollister3i@trellian.com,Male,372688276415140,127,Harrison Collister,39,T3693,"Poisoning by unspecified systemic antibiotic, assault",0LX20ZZ,"Transfer Left Shoulder Tendon, Open Approach",7/24/2021,12/5/2021,Rupiah
128,Elyn,Vasnetsov,evasnetsov3j@imgur.com,Female,503853957283776278,128,Elyn Vasnetsov,84,L02621,Furuncle of right foot,095Q0ZZ,"Destruction of Right Maxillary Sinus, Open Approach",4/3/2022,11/29/2022,Yuan Renminbi
129,Buck,Kliner,bkliner3k@sphinn.com,Non-binary,374288161062889,129,Buck Kliner,39,S840,Injury of tibial nerve at lower leg level,0RWL4KZ,"Revision of Nonautologous Tissue Substitute in Right Elbow Joint, Percutaneous Endoscopic Approach",7/3/2021,5/28/2022,Rupiah
130,Gusty,Dunmore,gdunmore3l@godaddy.com,Female,3567096466152730,130,Gusty Dunmore,50,K5506,"Acute infarction of intestine, part unspecified",0T977ZZ,"Drainage of Left Ureter, Via Natural or Artificial Opening",9/17/2022,2/11/2021,Krone
131,Ashien,Ganforth,aganforth3m@stanford.edu,Female,3561849045284507,131,Ashien Ganforth,75,H44119,"Panuveitis, unspecified eye",09WHXJZ,"Revision of Synthetic Substitute in Right Ear, External Approach",7/14/2020,12/30/2021,Euro
132,Romeo,Eary,reary3n@edublogs.org,Male,3573275231176941,132,Romeo Eary,79,Y389X,"Terrorism, secondary effects",03B84ZX,"Excision of Left Brachial Artery, Percutaneous Endoscopic Approach, Diagnostic",11/16/2022,8/11/2021,Rupiah
133,Maxie,Chorley,mchorley3o@elegantthemes.com,Male,3560349140920668,133,Maxie Chorley,54,W16022D,"Fall into swimming pool striking bottom causing other injury, subsequent encounter",F0277GZ,Aerobic Capacity and Endurance Assessment of Circulatory System - Whole Body using Aerobic Endurance and Conditioning Equipment,11/20/2021,3/4/2022,Ruble
134,Shirleen,Greenwood,sgreenwood3p@europa.eu,Female,374622650368862,134,Shirleen Greenwood,110,S5035,Superficial foreign body of elbow,04NQ3ZZ,"Release Left Anterior Tibial Artery, Percutaneous Approach",9/13/2020,4/1/2020,Lek
135,Fredi,Creddon,fcreddon3q@sfgate.com,Genderqueer,3541359429791569,135,Fredi Creddon,95,S52202B,"Unspecified fracture of shaft of left ulna, initial encounter for open fracture type I or II",0KPY3KZ,"Removal of Nonautologous Tissue Substitute from Lower Muscle, Percutaneous Approach",2/6/2021,6/22/2021,Yuan Renminbi
136,Port,Gouldeby,pgouldeby3r@harvard.edu,Male,3568958464117941,136,Port Gouldeby,55,S32445S,"Nondisplaced fracture of posterior column [ilioischial] of left acetabulum, sequela",B936YZZ,Magnetic Resonance Imaging (MRI) of Bilateral Parotid Glands using Other Contrast,12/5/2020,9/6/2021,Shilling
137,Morgana,Ferraro,mferraro3s@comsenz.com,Female,3552075233386034,137,Morgana Ferraro,80,S6391,Sprain of unspecified part of right wrist and hand,0DV90CZ,"Restriction of Duodenum with Extraluminal Device, Open Approach",8/14/2021,10/14/2020,Euro
138,Elspeth,Pressman,epressman3t@amazon.co.uk,Female,3576197169635416,138,Elspeth Pressman,2,T83721,Exposure of implanted vaginal mesh into vagina,03160A4,"Bypass Left Axillary Artery to Left Lower Arm Artery with Autologous Arterial Tissue, Open Approach",7/5/2022,4/30/2021,Kuna
139,Inna,Gunbie,igunbie3u@theguardian.com,Genderqueer,372301913176972,139,Inna Gunbie,18,F6810,"Factitious disorder, unspecified",0F794DZ,"Dilation of Common Bile Duct with Intraluminal Device, Percutaneous Endoscopic Approach",1/9/2022,3/4/2021,Euro
140,Lazare,Partrick,lpartrick3v@ihg.com,Male,201503631675774,140,Lazare Partrick,86,M6688,"Spontaneous rupture of other tendons, other",BQ2QYZZ,Computerized Tomography (CT Scan) of Left Toe(s) using Other Contrast,5/12/2020,7/31/2022,Peso
141,Greggory,Queree,gqueree3w@chicagotribune.com,Male,3567667916859742,141,Greggory Queree,91,S66398S,"Other injury of extensor muscle, fascia and tendon of other finger at wrist and hand level, sequela",DT1298Z,High Dose Rate (HDR) Brachytherapy of Bladder using Iridium 192 (Ir-192),10/26/2022,4/21/2021,Zloty
142,Davina,Downs,ddowns3x@squidoo.com,Female,3538951432578879,142,Davina Downs,43,T563X1A,"Toxic effect of cadmium and its compounds, accidental (unintentional), initial encounter",02B40ZX,"Excision of Coronary Vein, Open Approach, Diagnostic",3/21/2021,8/13/2022,Yuan Renminbi
143,Berkley,Fredi,bfredi3y@goo.gl,Male,4844379048606636,143,Berkley Fredi,89,S66198S,"Other injury of flexor muscle, fascia and tendon of other finger at wrist and hand level, sequela",07LK3CZ,"Occlusion of Thoracic Duct with Extraluminal Device, Percutaneous Approach",1/26/2021,12/19/2020,Euro
144,Margie,Kingaby,mkingaby3z@howstuffworks.com,Female,5602257172127501877,144,Margie Kingaby,41,S06895D,"Other specified intracranial injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter",047H4G6,"Dilation of Right External Iliac Artery, Bifurcation, with Four or More Intraluminal Devices, Percutaneous Endoscopic Approach",1/11/2021,10/13/2020,Dong
145,Booth,Gingold,bgingold40@wikia.com,Male,3548805680955809,145,Booth Gingold,31,H10431,"Chronic follicular conjunctivitis, right eye",03584ZZ,"Destruction of Left Brachial Artery, Percutaneous Endoscopic Approach",11/27/2021,5/10/2021,Yuan Renminbi
146,Dulcine,Kilmurray,dkilmurray41@narod.ru,Female,560223094787463006,146,Dulcine Kilmurray,27,T415X3,"Poisoning by therapeutic gases, assault",099R3ZX,"Drainage of Left Maxillary Sinus, Percutaneous Approach, Diagnostic",5/9/2022,12/5/2022,Ruble
147,Rochell,Crosson,rcrosson42@eventbrite.com,Female,3570675268800029,147,Rochell Crosson,89,S06318D,"Contusion and laceration of right cerebrum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, subsequent encounter",0QHG4BZ,"Insertion of Monoplanar External Fixation Device into Right Tibia, Percutaneous Endoscopic Approach",9/12/2021,4/16/2022,Euro
148,Lutero,Castaner,lcastaner43@fc2.com,Male,3587127512607918,148,Lutero Castaner,16,M1A3511,"Chronic gout due to renal impairment, right hip, with tophus (tophi)",0U9JX0Z,"Drainage of Clitoris with Drainage Device, External Approach",4/2/2021,8/7/2022,Peso
149,Lorna,Dunstall,ldunstall44@gizmodo.com,Female,374622996514542,149,Lorna Dunstall,3,R1903,"Right lower quadrant abdominal swelling, mass and lump",02HP4DZ,"Insertion of Intraluminal Device into Pulmonary Trunk, Percutaneous Endoscopic Approach",7/5/2022,5/4/2022,Yuan Renminbi
150,Lacie,Cruft,lcruft45@businessweek.com,Female,3579966848644016,150,Lacie Cruft,62,T445X4,"Poisoning by predominantly beta-adrenoreceptor agonists, undetermined",0KU50JZ,"Supplement Right Shoulder Muscle with Synthetic Substitute, Open Approach",4/30/2020,9/18/2022,Rial
151,Haze,Courtonne,hcourtonne46@diigo.com,Male,0604464306405083451,151,Haze Courtonne,46,T82513,Breakdown (mechanical) of balloon (counterpulsation) device,DP005ZZ,Beam Radiation of Skull using Neutrons,12/28/2021,7/27/2021,Quetzal
152,Jorgan,McParlin,jmcparlin47@jiathis.com,Male,5428189738094006,152,Jorgan McParlin,60,H15102,"Unspecified episcleritis, left eye",02110JC,"Bypass Coronary Artery, Two Arteries from Thoracic Artery with Synthetic Substitute, Open Approach",2/4/2022,8/8/2021,Litas
153,Cortie,Draysey,cdraysey48@jalbum.net,Polygender,201434832382913,153,Cortie Draysey,67,S92226A,"Nondisplaced fracture of lateral cuneiform of unspecified foot, initial encounter for closed fracture",0Q994ZZ,"Drainage of Left Femoral Shaft, Percutaneous Endoscopic Approach",12/2/2020,9/18/2021,Dollar
154,Donny,Elie,delie49@bandcamp.com,Female,3553028458246036,154,Donny Elie,73,J985,"Diseases of mediastinum, not elsewhere classified",09588ZZ,"Destruction of Left Tympanic Membrane, Via Natural or Artificial Opening Endoscopic",4/12/2020,1/27/2022,Tugrik
155,Dorry,Ambroix,dambroix4a@geocities.com,Polygender,3581146057449797,155,Dorry Ambroix,89,S52001R,"Unspecified fracture of upper end of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",0NUK3KZ,"Supplement Right Palatine Bone with Nonautologous Tissue Substitute, Percutaneous Approach",6/20/2021,4/23/2021,Rupee
156,Trefor,Sinott,tsinott4b@barnesandnoble.com,Male,5602223987912069,156,Trefor Sinott,112,H0242,Myogenic ptosis of eyelid,0QWKXJZ,"Revision of Synthetic Substitute in Left Fibula, External Approach",4/2/2022,8/27/2022,Rupiah
157,Eva,Gianulli,egianulli4c@prweb.com,Bigender,4917371333591435,157,Eva Gianulli,13,S82402N,"Unspecified fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",0WP0X1Z,"Removal of Radioactive Element from Head, External Approach",4/16/2021,7/27/2021,Rupiah
158,Willis,Causton,wcauston4d@unblog.fr,Male,3537907903147256,158,Willis Causton,61,S82012E,"Displaced osteochondral fracture of left patella, subsequent encounter for open fracture type I or II with routine healing",0YH743Z,"Insertion of Infusion Device into Right Femoral Region, Percutaneous Endoscopic Approach",9/26/2021,3/28/2021,Ruble
159,Ashli,Esseby,aesseby4e@unicef.org,Female,374622534914584,159,Ashli Esseby,15,Y35203S,"Legal intervention involving unspecified gas, suspect injured, sequela",B3151ZZ,Fluoroscopy of Bilateral Common Carotid Arteries using Low Osmolar Contrast,1/9/2021,12/12/2022,Rupiah
160,Lynsey,Duer,lduer4f@4shared.com,Female,3532719139564757,160,Lynsey Duer,108,T491X6,Underdosing of antipruritics,0VCJ3ZZ,"Extirpation of Matter from Right Epididymis, Percutaneous Approach",12/30/2020,8/23/2021,Rupiah
161,Gabby,Underdown,gunderdown4g@jugem.jp,Male,6709800101881849,161,Gabby Underdown,39,J1000,Influenza due to other identified influenza virus with unspecified type of pneumonia,02QT0ZZ,"Repair Left Pulmonary Vein, Open Approach",9/6/2022,6/6/2022,Dollar
162,Hayes,Gummer,hgummer4h@vimeo.com,Male,6397415433885413,162,Hayes Gummer,94,S43026S,"Posterior dislocation of unspecified humerus, sequela",0TC,"Urinary System, Extirpation",9/25/2022,5/17/2020,Ruble
163,Alexandrina,Lown,alown4i@examiner.com,Female,67096261615967033,163,Alexandrina Lown,107,T8130XA,"Disruption of wound, unspecified, initial encounter",B82600Z,"Computerized Tomography (CT Scan) of Left Eye using High Osmolar Contrast, Unenhanced and Enhanced",2/14/2022,8/1/2022,Krona
164,Caresa,Kilford,ckilford4j@harvard.edu,Female,3580185885770454,164,Caresa Kilford,21,S60949S,"Unspecified superficial injury of unspecified finger, sequela",0T130Z9,"Bypass Right Kidney Pelvis to Colocutaneous, Open Approach",5/21/2020,8/8/2021,Peso
